Director_id,Director_Name,Show_ID,Show_type,Show_Name,release_year,Rating,duration,Genre_name,description,Genre_ID,Actor_name,Actor_id,Rating_id,Source,year_of_award,Awards_id,Award_name
22259,Jose Javier Reyes,624,Movie,Mommy Issues,2021,TV-MA,90 min,"Comedies, Dramas, International Movies",Close quarters and new romances add trouble to the rocky relationship between a high-strung young woman and her demanding mother.,624,Erma Ech,1374,624,Mohr and Sons,1990,227,Best Actor
23041,,219,TV Show,Titletown High,2021,TV-14,1 Season,"Reality TV, Teen TV Shows","In a Georgia town where football rules and winning is paramount, a high school team tackles romance, rivalries and real life while vying for a title.",219,Jeddy Burdin,516,219,West-Hickle,1991,1399,Best Actor
24394,,443,TV Show,Johnny Test,2021,TV-Y7,1 Season,"Kids' TV, TV Comedies","How much trouble could one imaginative boy, his faithful dog and two science-loving sisters possibly get into? Hmm, that sounds like a challenge!",443,Lark Blas,1354,443,Hane Inc,2007,88,Best Screenplay
24734,,498,TV Show,Cat People,2021,TV-14,1 Season,Docuseries,"Cat people come in all shapes and sizes, but they share a love for their enchanting, unique feline friends. This docuseries reveals their tales.",498,Karyn Yansons,700,498,"Pfeffer, Zulauf and O'Hara",2012,464,Best Song
25979,Rajiv Chilaka,410,Movie,Chhota Bheem & Krishna: Pataliputra- City of the Dead,2010,TV-Y7,66 min,Children & Family Movies,Krishna needs Bheem’s help: The ruined city of Pataliputra has been cursed! Can the friends do what it takes to bring light back into this town?,410,See Thickin,729,410,Jacobs Group,2008,344,Best Album
26373,Kayode Kasum,299,Movie,Quam's Money,2020,TV-MA,115 min,"Comedies, Dramas, International Movies","In this sequel to ""New Money,"" Quam, a security guard turned multimillionaire, lives the good life with his fortune until he falls victim to fraud.",299,Atlante Craigmyle,271,299,Stanton-Schuster,2010,595,Best Script
26476,Gregory Nava,616,Movie,Why Do Fools Fall in Love,1998,R,116 min,"Dramas, Music & Musicals, Romantic Movies","In this rock 'n' roll comedy-drama, three women go to court over royalties from the one-hit-wonder singer they all loved — and whom they all married.",616,Thelma Winborn,1954,616,"Pfannerstill, Dibbert and Yundt",1994,519,Critical recognition
26520,,539,TV Show,The A List,2021,TV-PG,2 Seasons,"British TV Shows, International TV Shows, TV Dramas","Romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama.",539,Fransisco Gutierrez,1427,539,Windler-Schimmel,2008,1428,Best Actress
26543,,325,TV Show,44 Cats,2020,TV-Y7,3 Seasons,Kids' TV,"Paw-esome tales abound when singing furry friends Lampo, Milady, Pilou and Meatball band together.",325,Broderic O'Fearguise,1570,325,"Smith, Casper and Willms",1995,768,Best Actress
26976,,297,TV Show,Hit & Run,2021,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Mysteries",A man searching for the truth behind his wife's death becomes caught up in a dangerous web of secrets and intrigue stretching from New York to Tel Aviv.,297,Faythe Doutch,297,297,Weimann-Nienow,2007,1005,Best Screenplay
27100,Brett Weiner,153,Movie,Janoskians: Untold and Untrue,2016,TV-MA,88 min,Comedies,Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube.,153,Sonny Kulic,840,153,Hauck-Gislason,1999,111,Best Album
27388,"Raj Nidimoru, Krishna D.K.",217,Movie,Shor In the City,2011,TV-14,106 min,"Comedies, Dramas, Independent Movies","When three small-time Mumbai crooks steal a bag on a train, they find that it's filled with weapons and realize that their lives may be in danger.",217,Candy Vollam,1743,217,"Doyle, Stanton and Rowe",2008,773,Best Screenplay
27538,,548,TV Show,We the People,2021,TV-Y7,1 Season,Kids' TV,"Learn the basics of rights and citizenship with upbeat songs by popular artists like Janelle Monáe, H.E.R., Adam Lambert, Brandi Carlile and more.",548,Ogden O'Hagirtie,1383,548,"Lynch, Beier and Leffler",2005,187,Critical recognition
27553,Apoorva Lakhia,216,Movie,Shootout at Lokhandwala,2007,TV-MA,116 min,"Action & Adventure, Dramas, International Movies","Based on a true story, this action film follows an incident that stunned a nation in the early 1990s. In Mumbai, India, the notorious gangster Maya holds off veteran cop Khan and a force of more than 200 policemen in a six-hour bloody gunfight.",216,Laurena Cawsby,1615,216,Bruen-Bernhard,1992,638,Best Actor
29146,"Saw Teong Hin, Nik Amir Mustapha, M.S. Prem Nath",532,Movie,Rise: Ini Kalilah,2018,TV-PG,101 min,"Dramas, International Movies","Inspired by Malaysia's 14th General Election, this film trails six individuals and the obstacles they face in the days leading up to the historic event.",532,Shannan Alfonsetto,1545,532,Gottlieb-Brekke,1986,1248,Best Album
29172,,261,TV Show,The Defeated,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","In 1946 Berlin, an American cop searches for his missing brother while helping a novice German policewoman fight the violent crimes engulfing the city.",261,Adelind Bembrick,199,261,Aufderhar-Gulgowski,2011,1252,Best Song
29544,,246,TV Show,Korean Cold Noodle Rhapsody,2021,TV-PG,1 Season,"Docuseries, International TV Shows","Refreshing and flavorful, naengmyeon is Korea's coolest summertime staple. A journey through its history begins, from how it's cooked to how it's loved.",246,Gaylene Josephoff,1763,246,"Koss, Wehner and Marquardt",2009,223,Best Screenplay
29619,,32,TV Show,Chicago Party Aunt,2021,TV-MA,1 Season,TV Comedies,Chicago Party Aunt Diane is an idolized troublemaker with a talent for avoiding adulthood — and a soft spot for her soul-searching nephew.,32,Kalie Nekrews,311,32,"Kozey, Lebsack and Ernser",2010,316,Best Screenplay
29633,Scott Speer,493,Movie,Midnight Sun,2018,PG-13,91 min,"Dramas, Romantic Movies","Born with a fatal sensitivity to sunlight, a sheltered teen girl falls for her neighbor, but hides her condition from him as their romance blossoms.",493,Dahlia Stut,286,493,"Armstrong, O'Connell and D'Amore",1996,858,Best Album
30038,Eric Meza,147,Movie,House Party 3,1994,R,94 min,"Comedies, Music & Musicals","After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications.",147,Karl Skeates,1469,147,"Kautzer, Steuber and Bailey",2008,1008,Best Album
30976,Prakash Satam,78,Movie,Little Singham - Black Shadow,2021,TV-Y7,48 min,"Children & Family Movies, Comedies",Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal’s new evil plans! Can his inner strength help him defeat the enemy?,78,Norina Halliwell,1015,78,Langworth LLC,2000,747,Best Actor
31010,Femi D. Ogunsanwo,481,Movie,Finding Hubby,2020,TV-14,105 min,"Comedies, Dramas, International Movies","Oyin and her two close friends are on the hunt for husbands, but find that they must grapple with their own expectations as they look for love.",481,Rosaleen Ganley,1647,481,Heaney-Braun,2012,207,Best Album
31385,,275,TV Show,Grace and Frankie,2021,TV-MA,7 Seasons,"TV Comedies, TV Dramas","They’re not friends, but when their husbands leave them for each other, proper Grace and eccentric Frankie begin to bond in this Emmy-nominated series.",275,Cyrus Pedler,1542,275,Osinski Inc,2000,1385,Best Song
32132,Jonathan Teplitzky,286,Movie,The Railway Man,2013,R,108 min,"Dramas, International Movies","Decades after World War II, a still-shattered soldier unexpectedly falls in love and sees a bizarre coincidence bring his past back into focus.",286,Hedvig Wyld,1525,286,Corwin LLC,2006,943,Best Screenplay
35475,,632,TV Show,The Seven Deadly Sins,2021,TV-14,5 Seasons,"Anime Series, International TV Shows","When a kingdom is taken over by tyrants, the deposed princess begins a quest to find a disbanded group of evil knights to help take back her realm.",632,Alon Dumingos,1280,632,"Blanda, Gutmann and O'Reilly",1997,959,Best Actor
37025,Rod Daniel,327,Movie,Beethoven's 2nd,1993,PG,88 min,"Children & Family Movies, Comedies","After St. Bernard Beethoven sires a brood with Missy, he and the Newton kids must intervene when Missy's owner tries to sell the puppies.",327,Eustacia Markwelley,1663,327,Grant-Emmerich,1993,239,Best Actress
37124,,382,TV Show,The Snitch Cartel: Origins,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Over four decades, two brothers in Cali juggle family duties, multiple romances and illegal businesses, transforming from poor kids to cocaine kingpins.",382,Chadd Jurek,1847,382,"Reichel, Cremin and Schmitt",1968,389,Best Script
37240,Garth Davis,577,Movie,Mary Magdalene,2019,R,120 min,"Dramas, Faith & Spirituality, International Movies","A woman with healing powers abandons her village life to become a devout disciple of Jesus, the founder of Christianity.",577,Cybill Dando,904,577,Raynor and Sons,1992,80,Best Album
38531,Richard Linklater,173,Movie,School of Rock,2003,PG-13,110 min,"Comedies, Music & Musicals","Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll.",173,Ludvig Brannigan,709,173,Schultz-O'Keefe,1993,461,Best Actress
38539,Ram Gopal Varma,384,Movie,Department,2012,TV-MA,143 min,"Action & Adventure, International Movies","Two cops form a task force to take down two mobsters, but when a sinister politician enters the picture, dubious loyalties and motives come to light.",384,Sybil Feldbrin,563,384,"Dibbert, Grady and Monahan",1996,598,Best Album
39178,Mahmood Ali-Balogun,503,Movie,Tango With Me,2010,TV-14,104 min,"Dramas, International Movies, Romantic Movies",A newly married couple journeys through self-discovery and healing while dealing with the aftermath of a traumatic event on their wedding night.,503,Fairlie Gatecliffe,785,503,"Ebert, Goodwin and Upton",2012,311,Best Movie
39632,,511,TV Show,Between,2016,TV-14,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries","After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them.",511,Oren Von Salzberg,1949,511,Padberg Group,1989,1351,Best Script
39870,,491,TV Show,Elize Matsunaga: Once Upon a Crime,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case.",491,Ruprecht Rodson,1953,491,Luettgen-Abshire,1984,216,Best Movie
40014,"Ash Brannon, Chris Buck",461,Movie,Surf's Up,2007,PG,86 min,"Children & Family Movies, Comedies, Sports Movies",This Oscar-nominated animated comedy goes behind the scenes at the Penguin World Surfing Championship to get a close-up look at the inventors of surfing.,461,Marcel Jacobsson,254,461,Torp-Willms,2000,411,Best Actress
40450,Naresh Saigal,543,Movie,Ujala,1959,TV-14,143 min,"Dramas, International Movies","An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.",543,Rayner Culshaw,601,543,Deckow-Zemlak,1994,685,Critical recognition
41476,,227,TV Show,Post Mortem: No One Dies in Skarnes,2021,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","She's back from the dead and has a newfound thirst for blood. Meanwhile, her family's funeral parlor desperately needs more business. Hmm, what if...",227,Herold Bielfeld,217,227,"Schmidt, Huel and Turcotte",2008,1091,Critical recognition
43121,Rano Karno,535,Movie,Si Doel the Movie 2,2019,TV-G,95 min,"Dramas, International Movies","As Sarah and her child look to settle in Jakarta, Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go.",535,Lock Danes,1506,535,"Mayer, Prosacco and Kohler",1965,1166,Best Actress
43308,,494,TV Show,RESIDENT EVIL: Infinite Darkness,2021,TV-MA,1 Season,"Anime Series, TV Horror, TV Thrillers","Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.",494,Xena Benedite,712,494,Keebler Inc,1995,747,Best Actor
43556,,71,TV Show,Too Hot To Handle: Latino,2021,TV-MA,1 Season,"International TV Shows, Reality TV, Romantic TV Shows","On this reality show, singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000.",71,Charles Guilaem,1963,71,Willms Group,1986,57,Best Actor
43635,Andrew Dominik,631,Movie,Killing Them Softly,2012,R,97 min,Dramas,"When a couple of low-level crooks rob a Mob-protected poker game, a slick enforcer is hired to track down the offenders and take care of business.",631,Ema Trollope,1181,631,Bashirian-Strosin,1993,624,Best Script
43880,Jim Henson,156,Movie,Labyrinth,1986,PG,101 min,"Action & Adventure, Children & Family Movies, Cult Movies","In Jim Henson's fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin.",156,Grenville Tutin,1261,156,Bergstrom Inc,2011,1228,Best Song
43952,,323,TV Show,You're My Destiny,2008,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A young woman's romantic cruise ends in a twist when she gets pregnant after a one-night stand with a rich executive, turning their lives upside down.",323,Stephan Marczyk,576,323,Gerlach Group,2008,107,Best Song
44223,,313,TV Show,Cooking With Paris,2021,TV-MA,1 Season,Reality TV,"With an anyone-can-cook attitude, Paris Hilton adds her own flair to every dish. Fun is just one edible glitter bomb away on this unique cooking show.",313,Benjamin Malling,1986,313,MacGyver LLC,2008,466,Best Song
44239,Jay Roach,564,Movie,Austin Powers: The Spy Who Shagged Me,1999,PG-13,95 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ""mojo,"" Austin must return to the swingin' '60s himself.",564,Ynez Kiltie,340,564,O'Connell Group,1996,520,Best Album
45057,,264,TV Show,Mother Goose Club,2016,TV-Y,2 Seasons,Kids' TV,Classic nursery rhymes and children's songs get a fresh twist in this high-energy program that helps kids learn as they dance and sing along.,264,Kerry De Meis,105,264,Gusikowski-Nitzsche,2002,254,Best Script
45648,,527,TV Show,Orange Is the New Black,2019,TV-MA,7 Seasons,"TV Comedies, TV Dramas","A privileged New Yorker ends up in a women's prison when a past crime catches up with her in this Emmy-winning series from the creator of ""Weeds.""",527,Oralee Sofe,1944,527,"McCullough, Ernser and Pouros",1999,992,Best Actor
45925,Malcolm D. Lee,183,Movie,Welcome Home Roscoe Jenkins,2008,PG-13,114 min,Comedies,"R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle, he must examine what he's become.",183,Baird Mughal,624,183,Hilpert Group,2003,1027,Best Actress
46010,,270,TV Show,Winx Club,2015,TV-Y7,2 Seasons,Kids' TV,"In this animated fantasy, a girl named Bloom befriends a band of fairies, then follows them into the secretive and dangerous ""Magical Dimension.""",270,Raddy Boribal,1163,270,Ullrich-Altenwerth,2004,1051,Best Actress
46620,Sachin Yardi,193,Movie,C Kkompany,2008,TV-14,127 min,"Action & Adventure, Comedies, International Movies","Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous.",193,Estrella Lilian,1881,193,"Wintheiser, Aufderhar and Upton",1996,876,Best Actress
48401,Brad Anderson,223,TV Show,Clickbait,2021,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries","When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",223,Chiquita Ghilardi,215,223,Will Inc,1999,13,Best Song
48852,Colin Trevorrow,447,Movie,The Book of Henry,2017,PG-13,105 min,Dramas,"An 11-year-old vows to help a new neighbor who he suspects is in danger, and documents his efforts in a series of written entries and audio recordings.",447,Mattheus Issett,724,447,Wisoky Inc,2004,375,Best Screenplay
49032,"Phil Lord, Christopher Miller",331,Movie,Cloudy with a Chance of Meatballs,2009,PG,90 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow.",331,Beitris Beggio,1848,331,"Schinner, Schamberger and McGlynn",2003,414,Best Song
49339,"Mag Hsu, Hsu Chih-yen",340,Movie,I missed you: Director's Cut,2021,TV-14,96 min,"Dramas, Independent Movies, International Movies",A workaholic reconnects with two men she blocked on social media five years ago and begins to reflect on her past life choices.,340,Emeline Story,129,340,Dare LLC,1999,245,Best Script
49526,,521,TV Show,I Think You Should Leave with Tim Robinson,2021,TV-MA,2 Seasons,TV Comedies,There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.,521,Corabel Tiplady,307,521,Klocko and Sons,2010,824,Best Script
49647,Daniel Sandu,36,Movie,The Father Who Moves Mountains,2021,TV-MA,110 min,"Dramas, International Movies, Thrillers","When his son goes missing during a snowy hike in the mountains, a retired intelligence officer will stop at nothing — and risk everything — to find him.",36,Joseito Wyon,1392,36,Haley Inc,2000,886,Best Song
50037,,398,TV Show,Feels Like Ishq,2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Short films follow young adults as they navigate the gamut of emotions that come with finding romantic connection in unexpected places.,398,Pierette Endon,1600,398,"Doyle, Hahn and Wisoky",2003,1348,Best Song
50148,,370,TV Show,Myth & Mogul: John DeLorean,2021,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries","In the automotive world, John DeLorean rose from engineer to executive to icon. But under the hood of his self-created legend lies darkness and deceit.",370,Mariska Faughey,766,370,"Kshlerin, Connelly and Spinka",1993,1005,Best Song
50379,,220,TV Show,EDENS ZERO,2021,TV-14,1 Season,"Anime Series, International TV Shows","Aboard the Edens Zero, a lonely boy with the ability to control gravity embarks on an adventure to meet the fabled space goddess known as Mother.",220,Holli Spinello,1329,220,Morissette-Schroeder,2004,147,Best Actress
50521,Sylvain White,357,Movie,The Losers,2010,PG-13,97 min,Action & Adventure,"After a search-and-destroy mission leads to betrayal, an elite black ops squad seeks revenge. But they must remain deep undercover to even the score.",357,Dayna Theunissen,478,357,Larson LLC,1995,50,Best Actor
50614,,148,TV Show,How to Be a Cowboy,2021,TV-PG,1 Season,Reality TV,"Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive — and now he's teaching the world how to cowboy right, ol' son.",148,Niel Stokell,132,148,"Mann, Cartwright and Jones",1992,1140,Best Movie
50944,David de Vos,108,Movie,A Champion Heart,2018,G,90 min,"Children & Family Movies, Dramas","When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",108,Rebeca Christley,1113,108,Reynolds-Lindgren,1988,575,Best Screenplay
51584,Irwin Winkler,359,Movie,The Net,1995,PG-13,114 min,Thrillers,"A computer analyst becomes a target after she stumbles onto a conspiracy via a mysterious floppy disk, forcing her to go on the run to clear her name.",359,Prinz Midford,946,359,"Stehr, Kling and Sawayn",1995,783,Best Movie
51927,Patrick Tatopoulos,613,Movie,Underworld: Rise of the Lycans,2009,R,92 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","Set in the year 1402, this prequel follows Lucian, the first werewolf to take human form, and chronicles the feud between the vampires and the Lycans.",613,Helena Rampage,1188,613,Schinner and Sons,1996,585,Best Script
52067,David Feiss,346,Movie,Open Season: Scared Silly,2015,PG,85 min,"Children & Family Movies, Comedies","When a spooky werewolf tale scares Boog out of joining the annual camping trip, his friends hatch a plan to cure him of his fear.",346,Ferrel Konmann,219,346,"Gutkowski, Tromp and Crooks",1994,796,Best Screenplay
52387,,545,TV Show,Workin' Moms,2021,TV-MA,5 Seasons,"International TV Shows, TV Comedies","Maternity leave is over and it's time for these four moms to return to work while navigating kids, bosses, love and life in modern-day Toronto.",545,Mirilla Arondel,488,545,Schroeder-Auer,2012,640,Best Script
52948,,214,TV Show,RIDE ON TIME,2021,TV-PG,3 Seasons,"Docuseries, International TV Shows",Take a deep dive into the beautiful world of Japan's top male idol groups from number one producer Johnny's in this revealing docuseries.,214,Des Hartwell,165,214,Hilpert-Ward,2000,1038,Critical recognition
53176,Yin Chen-hao,247,Movie,Man in Love,2021,TV-MA,115 min,"Dramas, International Movies, Romantic Movies","When he meets a debt-ridden woman who's caring for her ailing father, a debt collector with a heart of gold sets out to win her love.",247,Berkeley Rantoul,1436,247,"Wilkinson, Weissnat and Steuber",2006,440,Best Script
53215,,386,TV Show,How to Sell Drugs Online (Fast),2021,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Comedies","To win back his ex-girlfriend, a nerdy teen starts selling ecstasy online out of his bedroom – and becomes one of Europe's biggest dealers.",386,Orella Corre,425,386,"Nader, Goodwin and Legros",1993,1213,Best Script
53735,Muzi Mthembu,395,Movie,African America,2021,TV-MA,97 min,"Dramas, Independent Movies, International Movies",A disgruntled South African woman leaves her fiancé and embezzles money from her job to pursue her dream of being a Broadway star in New York City.,395,Graehme Matyashev,1923,395,Bruen Inc,2008,1170,Critical recognition
54016,Howard Zieff,344,Movie,My Girl,1991,PG-13,102 min,Dramas,This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.,344,Lishe Quincey,1721,344,Shanahan Group,1992,464,Best Actor
54124,Sofie Šustková,634,Movie,Into the Wind,2018,TV-MA,76 min,"Dramas, Independent Movies, International Movies",Two siblings set sail as a crew on a yacht on the Aegean Sea. Circumstances soon change when a young documentary filmmaker comes aboard.,634,Gus Honisch,387,634,"Morar, Schiller and McCullough",2003,1290,Best Album
54668,,16,TV Show,Dear White People,2021,TV-MA,4 Seasons,"TV Comedies, TV Dramas","Students of color navigate the daily slights and slippery politics of life at an Ivy League college that's not nearly as ""post-racial"" as it thinks.",16,Sarajane Chrismas,1004,16,"Spinka, Osinski and Schuster",2004,168,Best Script
55104,"Arpan Sarkar, Shyamal Chaulia",419,Movie,Chhota Bheem Ka Roosi Romanch,2019,TV-Y,63 min,Children & Family Movies,"A faulty transportation machine lands Chhota Bheem and his friends in Russia, where they must save a princess from an evil, power-hungry magician.",419,Conni Hughson,157,419,Rempel-Gleason,2007,972,Critical recognition
57600,,5,TV Show,Kota Factory,2021,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies","In a city of coaching centers known to train India’s finest collegiate minds, an earnest but unexceptional student and his friends navigate campus life.",5,Jyoti Guerrieri,371,5,Graham Inc,1990,1355,Best Movie
57679,"John Stevenson, Mark Osborne",574,Movie,Kung Fu Panda,2008,PG,94 min,"Children & Family Movies, Comedies","When a powerful villain comes after peace in his valley, a lazy panda rises to the challenge to realize his destiny and become a kung fu warrior.",574,Andromache Sedger,592,574,Cassin Inc,2009,1287,Critical recognition
59493,,401,TV Show,Revelations: The Masters of the Universe: Revelation Aftershow,2021,TV-PG,1 Season,"Anime Series, Stand-Up Comedy & Talk Shows",Take a behind-the-scenes look at “Masters of the Universe: Revelation” as showrunner Kevin Smith and others interview the cast about their iconic roles.,401,Sven Spofforth,1573,401,MacGyver and Sons,1992,1053,Best Screenplay
59769,Quoc Bao Tran,296,Movie,The Paper Tigers,2021,PG-13,111 min,"Action & Adventure, Comedies","After reuniting as middle-aged men, three kung-fu prodigies must set their differences aside and dust off their skills to avenge their beloved mentor.",296,Lowe Bodsworth,1709,296,O'Conner and Sons,2005,570,Critical recognition
60421,Viridiana Lieberman,474,Movie,Born to Play,2020,TV-MA,93 min,"Documentaries, Sports Movies","This documentary follows the Boston Renegades — an all-woman, tackle football team — as they risk their time, families and day jobs for the game.",474,Rowen Roelofsen,1796,474,Reichel-Block,2005,462,Best Screenplay
60699,Rathindran R Prasad,238,Movie,Boomika (Hindi),2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.",238,Jacquette Hardman,985,238,"Prosacco, Douglas and Bogan",1999,775,Best Song
61430,"Akay Mason, Abosi Ogba",472,Movie,Day of Destiny,2021,TV-PG,110 min,"Children & Family Movies, Dramas, International Movies","With their family facing financial woes, two teen brothers seize an opportunity to reverse their bad fortunes by traveling 20 years back in time.",472,Cristy Antonelli,376,472,Wilderman LLC,2006,871,Best Screenplay
63004,Milan Luthria,218,Movie,The Dirty Picture,2011,TV-14,145 min,"Comedies, Dramas, International Movies","After running away from home in search of movie stardom, a village girl rises to become a prominent sex symbol.",218,Waylon Harmeston,562,218,Auer-Murphy,1996,1099,Best Script
66339,"Royale Watkins, Rich Schlansker",389,TV Show,Plastic Cup Boyz: Laughing My Mask Off!,2021,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",Comedy collective The Plastic Cup Boyz pour out the punchlines in Atlanta during a trio of raw and lively stand-up specials.,389,Humfried Cluett,1747,389,"Ernser, Dicki and Langworth",2004,515,Best Album
66881,Phillip Noyce,135,Movie,Clear and Present Danger,1994,PG-13,142 min,"Action & Adventure, Dramas","When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel.",135,Suzie Sidney,692,135,Huels-Larson,2013,675,Best Album
66981,Peter Thorwarth,397,Movie,Blood Red Sky,2021,TV-MA,123 min,"Action & Adventure, Horror Movies, International Movies","When a group of terrorists hijacks an overnight transatlantic flight, a mysteriously ill woman must unleash a monstrous secret to protect her young son.",397,Gillan Pelham,1598,397,Torp LLC,2012,1157,Critical recognition
68743,Pang Ho-cheung,160,Movie,Love in a Puff,2010,TV-MA,103 min,"Comedies, Dramas, International Movies","When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections.",160,Dell Greensitt,1917,160,"Swaniawski, Ritchie and Mills",2012,428,Best Script
69127,Billy Corben,311,TV Show,Cocaine Cowboys: The Kings of Miami,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries",Two childhood friends go from high school dropouts to the most powerful drug kingpins in Miami in this true story of a crime saga that spanned decades.,311,Abran Dufoure,647,311,Lang Inc,1997,1245,Best Song
70023,Rathindran R Prasad,237,Movie,Boomika,2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.",237,Caitrin Thomson,688,237,Stehr-Ryan,1995,1044,Critical recognition
70531,"Ashwiny Iyer Tiwari, Abhishek Chaubey, Saket Chaudhary",31,Movie,Ankahi Kahaniya,2021,TV-14,111 min,"Dramas, Independent Movies, International Movies","As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.",31,Felipe cornhill,354,31,Feest Inc,1998,1335,Best Actor
70703,,549,TV Show,Grey's Anatomy,2020,TV-14,17 Seasons,"Romantic TV Shows, TV Dramas",Intern (and eventual resident) Meredith Grey finds herself caught up in personal and professional passions with fellow doctors at a Seattle hospital.,549,Ebonee Callaway,1230,549,Reynolds-Wisoky,1990,1455,Best Album
70991,Fred Ouro Preto,456,Movie,Emicida: AmarElo - Live in São Paulo,2021,TV-MA,100 min,"Documentaries, International Movies, Music & Musicals","Brazilian rapper Emicida brings his progressive rhymes and eclectic beats to São Paulo's Theatro Municipal as he performs hits from the album ""AmarElo.""",456,Eliza Nutbean,1696,456,"Bahringer, Dicki and Langworth",2012,633,Critical recognition
71114,JP Habac,120,Movie,Here and There,2020,TV-MA,99 min,"Dramas, International Movies, Romantic Movies","After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic.",120,Eleanor Gabbett,561,120,Wehner-Mueller,2011,1396,Best Actor
73088,,337,TV Show,Friday Night Lights,2010,TV-14,5 Seasons,"TV Dramas, Teen TV Shows",Eric Taylor faces enormous pressure when he signs on as the new coach of a small-town Texas football team that's poised to win the state championship.,337,Tris Huckel,1246,337,"Willms, Bernier and Runte",1971,467,Best Script
76172,Leigh Janiak,442,Movie,Fear Street Part 3: 1666,2021,R,114 min,"Horror Movies, LGBTQ Movies","Thrust back to 1666, Deena learns the truth about Sarah Fier. Back in 1994, the friends fight for their lives — and Shadyside’s future.",442,Vitoria Strutton,1555,442,"Franecki, Wisoky and Feeney",2008,592,Best Screenplay
76698,Rajiv Chilaka,409,Movie,Chhota Bheem & Krishna: Mayanagari,2011,TV-Y7,67 min,Children & Family Movies,Young lord Krishna has fallen for demoness Maayandri’s revenge plot against him! Can Bheem rescue him and thwart Maayandri’s other destructive plans?,409,Micheil Grahlman,762,409,"Mayert, Oberbrunner and Greenfelder",2006,632,Best Script
77190,Kim Joo-hyung,485,Movie,Lee Su-geun: The Sense Coach,2021,TV-G,46 min,Stand-Up Comedy,"Lee Su-geun's rise to Korean comedy stardom went hand in hand with his mastery over picking up social cues. Now, he's ready to share his know-hows.",485,Shandeigh Cromar,1783,485,Wintheiser-O'Hara,1997,1416,Best Actor
